"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"1486",197606,197606,278362,1940,NA,3,1,0,1,NA,NA,NA,944,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11292,"Christy","","St","","","11292 Christy St","Detroit","MI",48205,"","Residential","SingleFamily","",42.413002,-83.003189,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,22200,NA,NA,NA,NA,2016-02-11,38050,"","",NA,NA,NA
"1487",197607,197607,278363,1950,NA,NA,1,0,1,NA,NA,NA,920,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11085,"Kenmoor","","St","","","11085 Kenmoor St","Detroit","MI",48205,"","Residential","SingleFamily","",42.416587,-83.008499,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,28600,NA,NA,NA,NA,2016-04-14,24000,"","",NA,NA,NA
"1489",197609,197609,278365,1937,NA,2,2,0,2,NA,NA,NA,1050,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,11463,"Kenmoor","","St","","","11463 Kenmoor St","Detroit","MI",48205,"","Residential","SingleFamily","",42.418071,-83.004364,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,26400,NA,NA,NA,NA,2016-03-30,18600,"","",NA,NA,NA
"1492",199316,199316,280123,1971,NA,3,1,0,1,NA,NA,NA,953,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,22669,"Frisbee","","St","","","22669 Frisbee St","Detroit","MI",48219,"","Residential","SingleFamily","",42.435085,-83.267601,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,19200,NA,NA,NA,NA,2016-03-01,42000,"","",NA,NA,NA
"1494",199318,199318,280125,1951,NA,3,2,0,2,NA,NA,NA,1275,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,22603,"Chippewa","","St","","","22603 Chippewa St","Detroit","MI",48219,"","Residential","SingleFamily","",42.438453,-83.267181,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,35200,NA,NA,NA,NA,2016-03-24,17001,"","",NA,NA,NA
"1495",199319,199319,280126,1952,NA,2,1.5,1,1,NA,NA,NA,995,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19489,"Redfern","","St","","","19489 Redfern St","Detroit","MI",48219,"","Residential","SingleFamily","",42.433753,-83.264626,NA,NA,7840,0.18,NA,NA,NA,NA,NA,NA,NA,41600,NA,NA,NA,NA,2016-04-12,28000,"","",NA,NA,NA
"1499",199323,199323,280130,1956,NA,3,1.5,1,1,NA,NA,NA,1093,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,22172,"Hessel","","Ave","","","22172 Hessel Ave","Detroit","MI",48219,"","Residential","SingleFamily","",42.441341,-83.261054,NA,NA,6969,0.16,NA,NA,NA,NA,NA,NA,NA,41600,NA,NA,NA,NA,2016-02-01,22000,"","",NA,NA,NA
"1501",199325,199325,280132,1956,NA,3,1,0,1,NA,NA,NA,1091,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20180,"Cooley","","St","","","20180 Cooley St","Detroit","MI",48219,"","Residential","SingleFamily","",42.440515,-83.25954,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,44800,NA,NA,NA,NA,2016-01-05,35210,"","",NA,NA,NA
"1502",199326,199326,280133,1956,NA,3,1,0,1,NA,NA,NA,1091,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20101,"Houghton","","St","","","20101 Houghton St","Detroit","MI",48219,"","Residential","SingleFamily","",42.439388,-83.261207,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,42200,NA,NA,NA,NA,2016-04-28,18880,"","",NA,NA,NA
"1505",199329,199329,280136,1958,NA,3,2,0,2,NA,NA,NA,1217,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20268,"Redfern","","St","","","20268 Redfern St","Detroit","MI",48219,"","Residential","SingleFamily","",42.440559,-83.26477,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,53800,NA,NA,NA,NA,2016-03-30,28000,"","",NA,NA,NA
"1507",199331,199331,280138,1951,NA,3,1,0,1,NA,NA,NA,858,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19944,"Northrop","","St","","","19944 Northrop St","Detroit","MI",48219,"","Residential","SingleFamily","",42.437389,-83.261863,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,2016-07-21,23500,"","",NA,NA,NA
"1508",199332,199332,280139,1956,NA,4,2,0,2,NA,NA,NA,1271,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,20148,"Northrop","","St","","","20148 Northrop St","Detroit","MI",48219,"","Residential","SingleFamily","",42.439932,-83.261655,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,50800,NA,NA,NA,NA,2016-03-25,30500,"","",NA,NA,NA
"1511",200678,200678,281536,1939,NA,3,1,0,1,NA,NA,NA,1000,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5314,"Lodewyck","","St","","","5314 Lodewyck St","Detroit","MI",48224,"","Residential","SingleFamily","",42.412803,-82.922119,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,NA,NA,2016-01-20,39563,"","",NA,NA,NA
"1512",200679,200679,281537,1940,NA,3,2,0,2,NA,NA,NA,761,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,5299,"Farmbrook","","St","","","5299 Farmbrook St","Detroit","MI",48224,"","Residential","SingleFamily","",42.412719,-82.921638,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,52200,NA,NA,NA,NA,2016-03-14,19500,"","",NA,NA,NA
"1515",205367,205367,286380,1965,NA,3,1.5,1,1,NA,NA,NA,1000,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18861,"Dequindre","","St","","","18861 Dequindre St","Detroit","MI",48234,"","Residential","SingleFamily","",42.431373,-83.082374,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,50400,NA,NA,NA,NA,2016-05-06,35000,"","",NA,NA,NA
"1517",206465,206465,287566,1938,NA,2,2,0,2,NA,NA,NA,1122,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15262,"Bringard","","Dr","","","15262 Bringard Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.446079,-82.964439,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,45800,NA,NA,NA,NA,2016-02-15,39500,"","",NA,NA,NA
"1518",206466,206466,287567,1949,NA,2,1,0,1,NA,NA,NA,1163,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,14861,"Bringard","","Dr","","","14861 Bringard Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.446468,-82.968971,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,36800,NA,NA,NA,NA,2016-04-26,30000,"","",NA,NA,NA
"1519",206467,206467,287568,1946,NA,3,2,0,2,NA,NA,NA,1320,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16060,"Edmore","","Dr","","","16060 Edmore Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.447151,-82.954727,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,46600,NA,NA,NA,NA,2016-04-08,19200,"","",NA,NA,NA
"1521",206469,206469,287570,1951,NA,3,1,0,1,NA,NA,NA,868,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15471,"Bringard","","Dr","","","15471 Bringard Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.446624,-82.962005,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,42200,NA,NA,NA,NA,2016-05-12,36000,"","",NA,NA,NA
"1525",206473,206473,287574,1947,NA,NA,1.5,1,1,NA,NA,NA,1045,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15279,"Edmore","","Dr","","","15279 Edmore Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.447494,-82.964157,NA,NA,10019,0.23,NA,NA,NA,NA,NA,NA,NA,49800,NA,NA,NA,NA,2016-04-26,30000,"","",NA,NA,NA
"1527",206475,206475,287576,1953,NA,3,1,0,1,NA,NA,NA,1001,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15047,"Eastburn","","St","","","15047 Eastburn St","Detroit","MI",48205,"","Residential","SingleFamily","",42.445644,-82.96611,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,32800,NA,NA,NA,NA,2016-03-01,20000,"","",NA,NA,NA
"1529",206477,206477,287578,1941,NA,4,1.5,1,1,NA,NA,NA,1150,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15672,"Edmore","","Dr","","","15672 Edmore Dr","Detroit","MI",48205,"","Residential","SingleFamily","",42.447059,-82.959449,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,43200,NA,NA,NA,NA,2016-04-20,22150,"","",NA,NA,NA
"1533",208556,208556,289725,1943,NA,3,1,0,1,NA,NA,NA,747,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18277,"Patton","","St","","","18277 Patton St","Detroit","MI",48219,"","Residential","SingleFamily","",42.423896,-83.245475,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,25400,NA,NA,NA,NA,2016-04-12,12500,"","",NA,NA,NA
"1536",208559,208559,289728,1940,NA,2,1,0,1,NA,NA,NA,900,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18580,"Fielding","","St","","","18580 Fielding St","Detroit","MI",48219,"","Residential","SingleFamily","",42.426921,-83.243705,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,2016-03-09,20000,"","",NA,NA,NA
"1543",208796,208796,289976,1947,NA,3,1,0,1,NA,NA,NA,1046,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15499,"Fielding","","St","","","15499 Fielding St","Detroit","MI",48223,"","Residential","SingleFamily","",42.403808,-83.242988,NA,NA,5663,0.13,NA,NA,NA,NA,NA,NA,NA,25800,NA,NA,NA,NA,2016-01-08,65000,"","",NA,NA,NA
"1547",208800,208800,289980,1940,NA,3,1,0,1,NA,NA,NA,1500,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15873,"Kentfield","","St","","","15873 Kentfield St","Detroit","MI",48223,"","Residential","SingleFamily","",42.407115,-83.241043,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,54000,NA,NA,NA,NA,2016-04-28,29000,"","",NA,NA,NA
"1548",208801,208801,289981,1945,NA,3,1.5,1,1,NA,NA,NA,1164,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15773,"Heyden","","St","","","15773 Heyden St","Detroit","MI",48223,"","Residential","SingleFamily","",42.405807,-83.239945,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,35000,NA,NA,NA,NA,2016-05-03,38000,"","",NA,NA,NA
"1549",208802,208802,289982,1947,NA,3,2,0,2,NA,NA,NA,1275,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,15708,"Heyden","","St","","","15708 Heyden St","Detroit","MI",48223,"","Residential","SingleFamily","",42.404502,-83.23928,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,41200,NA,NA,NA,NA,2016-02-19,34900,"","",NA,NA,NA
"1551",208804,208804,289984,1939,NA,2,1.5,1,1,NA,NA,NA,890,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,16200,"Chapel","","St","","","16200 Chapel St","Detroit","MI",48219,"","Residential","SingleFamily","",42.409122,-83.25315,NA,NA,5227,0.12,NA,NA,NA,NA,NA,NA,NA,33600,NA,NA,NA,NA,2016-01-29,49500,"","",NA,NA,NA
"1553",210293,210293,291546,1940,NA,4,3,0,3,NA,NA,NA,1525,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18308,"Monica","","St","","","18308 Monica St","Detroit","MI",48221,"","Residential","SingleFamily","",42.425949,-83.144043,NA,NA,3484,0.08,NA,NA,NA,NA,NA,NA,NA,21400,NA,NA,NA,NA,2016-03-01,27000,"","",NA,NA,NA
"1554",210294,210294,291547,1937,NA,3,1,0,1,NA,NA,NA,1300,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17361,"Santa Rosa","","Dr","","","17361 Santa Rosa Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.419805,-83.143313,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,42800,NA,NA,NA,NA,2016-02-08,45000,"","",NA,NA,NA
"1557",210297,210297,291550,1941,NA,3,1.5,1,1,NA,NA,NA,1614,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17331,"Santa Barbara","","Dr","","","17331 Santa Barbara Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.41941,-83.149139,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,NA,2016-02-16,20000,"","",NA,NA,NA
"1558",210298,210298,291551,1929,NA,4,3,0,3,NA,NA,NA,2891,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17560,"Stoepel","","St","","","17560 Stoepel St","Detroit","MI",48221,"","Residential","SingleFamily","",42.421688,-83.141708,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,35200,NA,NA,NA,NA,2016-06-30,26750,"","",NA,NA,NA
"1559",210299,210299,291552,1928,NA,NA,2,0,2,NA,NA,NA,1955,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17309,"Quincy","","St","","","17309 Quincy St","Detroit","MI",48221,"","Residential","SingleFamily","",42.419214,-83.139089,NA,NA,3485,0.08,NA,NA,NA,NA,NA,NA,NA,32600,NA,NA,NA,NA,2016-06-14,35000,"","",NA,NA,NA
"1560",210300,210300,291553,1935,NA,3,2,0,2,NA,NA,NA,2018,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17166,"Woodingham","","Dr","","","17166 Woodingham Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.418133,-83.149612,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,43000,NA,NA,NA,NA,2016-06-02,20500,"","",NA,NA,NA
"1562",210302,210302,291555,1954,NA,2,1,0,1,NA,NA,NA,922,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17204,"Birchcrest","","Dr","","","17204 Birchcrest Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.418796,-83.136604,NA,NA,2614,0.06,NA,NA,NA,NA,NA,NA,NA,18200,NA,NA,NA,NA,2016-02-23,18800,"","",NA,NA,NA
"1563",210303,210303,291556,1928,NA,NA,2.5,1,2,NA,NA,NA,2192,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17306,"Stoepel","","St","","","17306 Stoepel St","Detroit","MI",48221,"","Residential","SingleFamily","",42.41917,-83.141593,NA,NA,4792,0.11,NA,NA,NA,NA,NA,NA,NA,34800,NA,NA,NA,NA,2016-01-13,36000,"","",NA,NA,NA
"1566",210306,210306,291559,1928,NA,4,1,0,1,NA,NA,NA,1458,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17335,"Prairie","","St","","","17335 Prairie St","Detroit","MI",48221,"","Residential","SingleFamily","",42.419484,-83.145454,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,41200,NA,NA,NA,NA,2016-03-30,45000,"","",NA,NA,NA
"1568",210308,210308,291561,1929,NA,4,2,0,2,NA,NA,NA,2118,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,7022,"Thatcher","","St","","","7022 Thatcher St","Detroit","MI",48221,"","Residential","SingleFamily","",42.422813,-83.142623,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,34400,NA,NA,NA,NA,2016-03-17,32500,"","",NA,NA,NA
"1569",210309,210309,291562,1928,NA,2,1,0,1,NA,NA,NA,1986,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,17378,"Warrington","","Dr","","","17378 Warrington Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.420211,-83.139571,NA,NA,3485,0.08,NA,NA,NA,NA,NA,NA,NA,32400,NA,NA,NA,NA,2016-02-24,40000,"","",NA,NA,NA
"1571",210375,210375,291630,1940,NA,3,1.5,1,1,NA,NA,NA,1338,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19451,"Monte Vista","","St","","","19451 Monte Vista St","Detroit","MI",48221,"","Residential","SingleFamily","",42.435764,-83.168945,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,2016-01-28,20892,"","",NA,NA,NA
"1572",210376,210376,291631,1953,NA,3,1.5,1,1,NA,NA,NA,1361,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18988,"Monte Vista","","St","","","18988 Monte Vista St","Detroit","MI",48221,"","Residential","SingleFamily","",42.430771,-83.168145,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,48600,NA,NA,NA,NA,2016-05-10,35000,"","",NA,NA,NA
"1574",210378,210378,291633,1940,NA,3,NA,NA,NA,NA,NA,NA,1432,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19324,"Steel","","St","","","19324 Steel St","Detroit","MI",48235,"","Residential","SingleFamily","",42.433595,-83.172563,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,42400,NA,NA,NA,NA,2016-02-19,64500,"","",NA,NA,NA
"1578",210382,210382,291637,1940,NA,3,1,0,1,NA,NA,NA,1700,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18644,"Littlefield","","St","","","18644 Littlefield St","Detroit","MI",48235,"","Residential","SingleFamily","",42.42823,-83.176391,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19400,NA,NA,NA,NA,2016-03-31,30000,"","",NA,NA,NA
"1579",210383,210383,291638,1942,NA,3,1,0,1,NA,NA,NA,1100,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18266,"Manor","","St","","","18266 Manor St","Detroit","MI",48221,"","Residential","SingleFamily","",42.425045,-83.169006,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,31400,NA,NA,NA,NA,2016-07-08,29900,"","",NA,NA,NA
"1580",210384,210384,291639,1940,NA,5,2.5,1,2,NA,NA,NA,1600,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18603,"Appoline","","St","","","18603 Appoline St","Detroit","MI",48235,"","Residential","SingleFamily","",42.427742,-83.171951,NA,NA,5009,0.115,NA,NA,NA,NA,NA,NA,NA,44000,NA,NA,NA,NA,2016-01-06,40000,"","",NA,NA,NA
"1582",210386,210386,291641,1938,NA,3,1,0,1,NA,NA,NA,1250,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18452,"Appoline","","St","","","18452 Appoline St","Detroit","MI",48235,"","Residential","SingleFamily","",42.426628,-83.171234,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,29200,NA,NA,NA,NA,2016-03-30,46000,"","",NA,NA,NA
"1583",210387,210387,291642,1939,NA,3,1,0,1,NA,NA,NA,1700,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19303,"Monte Vista","","St","","","19303 Monte Vista St","Detroit","MI",48221,"","Residential","SingleFamily","",42.433162,-83.168884,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,55400,NA,NA,NA,NA,2016-07-19,34000,"","",NA,NA,NA
"1584",210388,210388,291643,1941,NA,3,1,0,1,NA,NA,NA,1271,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19313,"Manor","","St","","","19313 Manor St","Detroit","MI",48221,"","Residential","SingleFamily","",42.433368,-83.169929,NA,NA,4356,0.1,NA,NA,NA,NA,NA,NA,NA,56800,NA,NA,NA,NA,2016-05-13,30000,"","",NA,NA,NA
"1585",210389,210389,291644,1959,NA,3,1.5,1,1,NA,NA,NA,1705,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19711,"Appoline","","St","","","19711 Appoline St","Detroit","MI",48235,"","Residential","SingleFamily","",42.436809,-83.172248,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,55400,NA,NA,NA,NA,2016-03-03,26000,"","",NA,NA,NA
"1586",210390,210390,291645,1948,NA,3,1.5,1,1,NA,NA,NA,964,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18675,"Griggs","","St","","","18675 Griggs St","Detroit","MI",48221,"","Residential","SingleFamily","",42.428817,-83.164307,NA,NA,3920,0.09,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,NA,2016-01-25,37000,"","",NA,NA,NA
"1587",210391,210391,291646,1939,NA,3,1,0,1,NA,NA,NA,1288,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19210,"Monte Vista","","St","","","19210 Monte Vista St","Detroit","MI",48221,"","Residential","SingleFamily","",42.432926,-83.168241,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,48800,NA,NA,NA,NA,2016-02-18,31500,"","",NA,NA,NA
"1588",210392,210392,291647,1940,NA,3,1,0,1,NA,NA,NA,921,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,18445,"Steel","","St","","","18445 Steel St","Detroit","MI",48235,"","Residential","SingleFamily","",42.426476,-83.173061,NA,NA,4791,0.11,NA,NA,NA,NA,NA,NA,NA,29400,NA,NA,NA,NA,2016-04-13,19900,"","",NA,NA,NA
"1589",210393,210393,291648,1939,NA,3,1.5,1,1,NA,NA,NA,1316,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,19301,"Sorrento","","St","","","19301 Sorrento St","Detroit","MI",48235,"","Residential","SingleFamily","",42.433097,-83.174316,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,41800,NA,NA,NA,NA,2016-04-12,22000,"","",NA,NA,NA
"1590",210394,210394,291649,1939,NA,3,1.5,1,1,NA,NA,NA,1590,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,4371,"Outer","W","Dr","","","4371 W Outer Dr","Detroit","MI",48221,"","Residential","SingleFamily","",42.434436,-83.168815,NA,NA,7840,0.18,NA,NA,NA,NA,NA,NA,NA,72200,NA,NA,NA,NA,2016-04-26,37500,"","",NA,NA,NA
"1592",212477,212477,293786,1952,NA,3,2,0,2,NA,NA,NA,1078,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,9976,"Pierson","","St","","","9976 Pierson St","Detroit","MI",48228,"","Residential","SingleFamily","",42.368259,-83.244384,NA,NA,5662,0.13,NA,NA,NA,NA,NA,NA,NA,40200,NA,NA,NA,NA,2016-07-22,11000,"","",NA,NA,NA
"1593",212478,212478,293787,1950,NA,NA,1.5,1,1,NA,NA,NA,874,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,9581,"Heyden","","St","","","9581 Heyden St","Detroit","MI",48228,"","Residential","SingleFamily","",42.365881,-83.238791,NA,NA,6534,0.15,NA,NA,NA,NA,NA,NA,NA,27600,NA,NA,NA,NA,2016-04-26,37000,"","",NA,NA,NA
"1595",212480,212480,293789,1950,NA,3,1.5,1,1,NA,NA,NA,1171,NA,NA,"","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,10040,"Braile","","St","","","10040 Braile St","Detroit","MI",48228,"","Residential","SingleFamily","",42.369154,-83.243141,NA,NA,6098,0.14,NA,NA,NA,NA,NA,NA,NA,35000,NA,NA,NA,NA,2016-06-28,32000,"","",NA,NA,NA
